22/02/2009;7:45;CL29 #28 17, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
22/02/2009;21:00;CL31 #30 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
22/02/2009;16:30;CL34 #16 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
23/02/2009;17:10;CL50 #41 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
23/02/2009;21:00;CR29 #28 50, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
24/02/2009;14:55;CL15 #30 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
24/02/2009;10:30;CL32 #29 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
24/02/2009;11:00;CL47 #26 26, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
24/02/2009;18:30;CL58 #28 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
24/02/2009;6:45;CR29 #37 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
24/02/2009;8:20;CR32 #24 28, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
24/02/2009;22:00;CR33 #30 88, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
24/02/2009;6:00;CL22 #24A 52, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
25/02/2009;9:50;CL29 #29 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
25/02/2009;11:40;CL30 #25 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
25/02/2009;19:00;CL30 #27 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
25/02/2009;11:00;CL30 #36 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
26/02/2009;10:15;CL32 #22 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
26/02/2009;15:15;CL32 #28 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
26/02/2009;9:15;CR29 #32 31, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
26/02/2009;1:30;CL18 #21 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
26/02/2009;18:00;CL21 #2 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
26/02/2009;11:15;CL31 #23 49, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
27/02/2009;15:00;CL34 #13 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
27/02/2009;14:35;CR28 #34 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
27/02/2009;16:30;CL42 #19 20, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
27/02/2009;17:50;CL42 #28 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
27/02/2009;10:45;CR20 #29 19, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
27/02/2009;20:00;CL29 #28 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
